Geneid,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Solyc03g082420.3,4165.523295661948,10.055997441370705,0.43852444966682386,22.931440764616234,2.2573465122683525e-116,5.087156100047959e-112
Solyc08g062437.1,2092.943728843455,8.251567047840014,0.4267063930345518,19.337809750536962,2.582117132030582e-83,2.90952958437206e-79
Solyc11g020330.1,791.3904494820619,8.390719675666574,0.44034488980883446,19.054881457371312,5.985193986718228e-81,4.496077722822732e-77
Solyc06g076570.4,3180.1485369859024,4.855378754954232,0.2741416640484258,17.711203336449262,3.4364641185099584e-70,1.9361038843685106e-66
Solyc06g076560.2,2846.4603529795013,6.690032793833954,0.3961951420511666,16.885701220864462,5.733106776124896e-64,2.5840258861350127e-60
Solyc03g113930.3,921.7546580350561,9.109250383632434,0.6146825801551485,14.819437995677736,1.0969839509888423e-49,4.1202717199140914e-46
Solyc01g102960.3,1865.8235278215027,7.717023723003,0.5292236668192909,14.581781214327403,3.6681943762463156e-48,1.1809489780440997e-44
Solyc02g066930.3,380.39965174147,2.5282127685482867,0.17947060190063788,14.087057945835646,4.561736364010204e-45,1.2850411337416745e-41
Solyc03g117630.1,712.0918238782375,4.2091075342923725,0.3183095524127799,13.22331517350775,6.436334917690833e-40,1.6116582633897846e-36
Solyc09g007270.3,1568.7455380484876,6.683911820254158,0.5289551693862022,12.63606484460705,1.3357351958399728e-36,3.0102128373449627e-33
Solyc04g014480.3,1097.1050881929748,5.515579614992049,0.47762074077079314,11.548032034980107,7.5530127480043814e-31,1.4184557940752228e-27
Solyc03g117960.4,286.70744096310096,2.3056246729496985,0.19961155614879314,11.550557079125495,7.3343484073895576e-31,1.4184557940752228e-27
Solyc02g079930.3,205.56939737714157,5.27586028624247,0.4707520875550976,11.207300882388493,3.7546887651002735e-29,6.508897385407674e-26
Solyc09g015000.4,1813.5557513869915,5.330212853511867,0.4770129070072725,11.174148068556567,5.457148509332502e-29,8.784449914736949e-26
Solyc11g020040.2,5790.037463200576,7.237422069797606,0.6534856281107594,11.07510518742569,1.6568547503819036e-28,2.489258576973772e-25
Solyc08g062340.3,1371.325066910531,3.991915804176873,0.36834009509845844,10.837581510396857,2.2843003999211557e-27,3.2174371132889477e-24
Solyc09g075950.1,182.20492844805466,3.5047638572323656,0.32680785900234555,10.724233707021138,7.833365603156447e-27,1.0384278072513747e-23
Solyc01g103920.3,591.9629616696965,8.195340681780277,0.7803824269617826,10.501698140085903,8.483997299419267e-26,1.062196461887292e-22
Solyc05g054750.3,119.52092537996994,-6.103820509940043,0.6535013905926953,-9.34017983405385,9.617063333044576e-21,1.0836506963674628e-17
Solyc09g009420.1,1565.7031099399435,-2.1368213472006232,0.2390907580900028,-8.937281241110302,3.9886228603137254e-19,3.21027159928679e-16
Solyc03g118060.3,192.07963717729132,7.697215402564165,0.8616500498459558,8.933110842319637,4.141943292277341e-19,3.2187184149917987e-16
Solyc05g014280.4,2401.506346151565,5.281540611045105,0.5918511447134769,8.923765136252241,4.5069903963773265e-19,3.385651185758648e-16
Solyc03g120020.4,884.6915782267741,-4.796370428138743,0.5431194814611682,-8.831151508752633,1.036035390313142e-18,7.531643082611925e-16
Solyc02g089340.4,293.0593702661967,2.14001799996042,0.24512611753642696,8.730273303669499,2.540579461549363e-18,1.789203085796139e-15
Solyc03g123710.3,362.23029685937354,3.6698857711506223,0.4220279762298963,8.69583529493666,3.4428755303306876e-18,2.216818370043782e-15
Solyc09g008970.1,201.08113439130514,3.336609084734936,0.3856269615650267,8.6524268717977,5.041566217068013e-18,3.1560204518845764e-15
Solyc12g096430.1,87.75979526719208,2.79535732485092,0.335852350773321,8.32317331831811,8.563908149709892e-17,4.488284513066561e-14
Solyc01g095330.2,1114.8078763252338,5.4403301845587455,0.6546902747107005,8.30977699640148,9.588208972030981e-17,4.697388638993265e-14
Solyc04g008210.2,791.0655558577697,-2.9609508151876063,0.3594724995596374,-8.2369327801566,1.7668168464450704e-16,8.295205094059605e-14
Solyc01g057000.3,152.05705904770022,7.029924709559865,0.8618974843487309,8.156335106224187,3.4534344028180377e-16,1.4684263717341e-13
Solyc02g067750.4,823.5423471785087,7.32036022731057,0.9009626955388538,8.125042539005857,4.472055423028661e-16,1.8663377965439608e-13
Solyc07g052480.3,2597.54769544864,-3.060232995334169,0.3815265592250595,-8.02102218401252,1.0486878487041264e-15,4.220219528285035e-13
Solyc02g030450.3,381.40431789316466,2.2696431541747253,0.2845585511207696,7.976014585523614,1.5113409059057514e-15,5.772809941608816e-13
Solyc11g005440.2,58.83687122192544,2.6240667123963375,0.3407383891597424,7.701118499935569,1.348803332128731e-14,4.342375984693297e-12
Solyc10g084400.2,2487.593522019851,2.539254034329347,0.33129809193562226,7.664559791134487,1.794455976920877e-14,5.616647207762345e-12
Solyc10g083300.2,211.47684939170477,-3.209525599192133,0.42364957859316826,-7.575897065329665,3.5665451476664386e-14,1.0575744927343534e-11
Solyc06g011370.4,658.5331005446182,4.535404151632825,0.5998166281338292,7.561317807649874,3.9900601409812973e-14,1.167792147235773e-11
Solyc06g011400.2,1521.1644643134896,3.964036493766836,0.527327033893606,7.517226007735123,5.5950650389443855e-14,1.5566714286129714e-11
Solyc03g098640.4,197.0620458113547,2.4938034718779036,0.33197208365785374,7.512087897270713,5.819169392393969e-14,1.5992780661828106e-11
Solyc03g098760.3,471.30878096197335,5.3258147197469885,0.7187440183919326,7.409890842170197,1.2640341555165923e-13,3.351326321026109e-11
